代码,名称,现价,涨跌幅,涨跌,涨速,换手,量比,振幅,成交额,流通股,流通市值,市盈率,概念
300871,回盛生物,19.41,1.09,0.21,-0.15,2.99,1.55,3.75,0.49亿,0.83亿,16.10亿,91.55,"宠物经济,融资融券"
300872,天阳科技,15.37,0.46,0.07,0.07,4.84,0.89,3.4,1.89亿,2.56亿,39.39亿,126.18,"信创,华为鲲鹏,跨境支付（CIPS）,供应链金融,智慧政务,云计算,互联网金融,区块链,人工智能,数字货币,深股通,国产软件,华为概念,融资融券,大数据"
300873,海晨股份,29.53,2.36,0.68,0.03,1.02,1.04,3.92,0.32亿,1.07亿,31.74亿,15.52,"统一大市场,智能物流,深股通,跨境电商,国产软件,冷链物流,融资融券,新能源汽车"
300875,捷强装备,36.65,-0.22,-0.08,-0.14,1.62,0.49,1.36,0.27亿,0.46亿,16.91亿,--,"专精特新,机器人概念,融资融券,高端装备,军工,核电"
300876,蒙泰高新,27.2,0.18,0.05,0.22,1.55,0.39,1.66,0.12亿,0.28亿,7.70亿,52.62,"专精特新,融资融券,碳纤维"
300877,金春股份,16.72,-0.12,-0.02,0.12,1.09,0.68,1.25,0.10亿,0.57亿,9.50亿,--,"口罩,融资融券"
300878,维康药业,24.07,1.78,0.42,0.0,2.56,0.91,3.85,0.25亿,0.40亿,9.59亿,27.83,"肝炎概念,新冠治疗,融资融券,流感"
300879,大叶股份,18.42,0.27,0.05,0.0,1.75,0.49,1.2,0.18亿,0.55亿,10.13亿,33.61,"农机,机器人概念,人民币贬值受益,跨境电商,融资融券,乡村振兴,电子商务"
300880,迦南智能,17.22,-0.69,-0.12,0.18,1.48,0.82,2.37,0.22亿,0.85亿,14.66亿,23.24,"电力物联网,虚拟电厂,融资融券,充电桩,物联网,智能电网"
300881,盛德鑫泰,33.51,-0.95,-0.32,0.0,2.62,0.66,2.54,0.23亿,0.27亿,8.88亿,53.34,"超超临界发电,专精特新,特钢概念,氢能源,融资融券,光热发电,创投,核电"
300882,万胜智能,18.31,0.6,0.11,0.06,2.38,0.63,1.32,0.25亿,0.58亿,10.55亿,33.01,"电力物联网,年报预增,虚拟电厂,参股银行,融资融券,智能电网"
300883,龙利得,6.21,0.32,0.02,-0.16,1.64,0.7,1.45,0.24亿,2.37亿,14.70亿,68.56,"智能制造,烟草,融资融券"
300884,狄耐克,13.56,3.35,0.44,-0.07,8.76,0.59,5.79,1.68亿,1.45亿,19.66亿,44.12,"方舱医院,专精特新,安防,机器人概念,智能家居,边缘计算,华为概念,人脸识别,融资融券,智能医疗,智慧城市,PM2.5"
300885,海昌新材,9.2,0.33,0.03,0.11,1.14,0.67,1.42,0.09亿,0.91亿,8.36亿,40.34,"专精特新,新材料概念,人民币贬值受益,融资融券,充电桩,新能源汽车"
300886,华业香料,24.3,1.38,0.33,0.0,1.35,1.17,1.88,0.11亿,0.33亿,8.05亿,61.08,"烟草,融资融券"
300887,谱尼测试,37.34,2.39,0.87,-0.05,2.25,1.96,4.52,0.85亿,1.02亿,38.08亿,44.48,"抗原检测,猴痘概念,肝炎概念,土壤修复,幽门螺杆菌概念,CRO概念,食品安全,碳中和,基因测序,新冠检测,特斯拉,深股通,口罩,融资融券,5G,军工,新能源汽车"
300888,稳健医疗,66.2,-0.65,-0.43,-0.15,0.61,0.88,1.73,0.56亿,1.36亿,90.03亿,16.94,"抗原检测,网络直播,新冠检测,深股通,跨境电商,医疗器械概念,口罩,融资融券,三胎概念,电子商务"
300889,爱克股份,15.8,0.38,0.06,0.25,1.34,0.55,2.03,0.19亿,0.89亿,14.04亿,67.20,"露营经济,智慧灯杆,传感器,机器人概念,融资融券,充电桩,锂电池,智慧城市,节能照明"
300890,翔丰华,42.27,2.0,0.83,0.0,3.03,1.12,3.35,1.10亿,0.86亿,36.20亿,28.75,"固态电池,比亚迪概念,年报预增,钠离子电池,储能,特斯拉,石墨电极,宁德时代概念,融资融券,锂电池,石墨烯,新能源汽车"
300891,惠云钛业,11.11,0.0,0.0,0.0,1.09,0.5,1.17,0.28亿,2.31亿,25.63亿,89.76,"融资融券,钛白粉概念"
300892,品渥食品,25.49,0.04,0.01,0.04,4.31,1.43,2.35,0.34亿,0.31亿,7.81亿,117.55,"网络直播,社区团购,新零售,啤酒概念,乳业,融资融券,电子商务"
300893,松原股份,24.6,-1.17,-0.29,0.0,1.3,0.65,2.61,0.18亿,0.56亿,13.84亿,52.67,"深股通,融资融券,新能源汽车"
300894,火星人,30.8,-0.9,-0.28,0.0,1.96,1.22,2.19,0.77亿,1.27亿,39.14亿,43.14,"深股通,融资融券,家用电器"
300895,铜牛信息,41.64,0.56,0.23,0.0,12.47,0.54,4.66,3.09亿,0.60亿,25.05亿,212.96,"国企改革,国资云,东数西算（算力）,数据中心,网络安全,云计算,数字孪生,融资融券,量子科技,物联网,核电,数字经济"
300896,爱美客,558.75,-0.82,-4.6,0.02,1.01,0.56,3.28,4.98亿,0.88亿,490.85亿,95.67,"专精特新,同花顺漂亮100,医美概念,MSCI概念,深股通,医疗器械概念,融资融券"
300897,山科智能,29.9,0.67,0.2,-0.2,0.73,0.69,1.01,0.06亿,0.30亿,8.83亿,28.14,"专精特新,传感器,华为概念,融资融券,智慧城市,污水处理,物联网"
300898,熊猫乳品,21.31,3.4,0.7,0.05,7.86,2.01,3.54,0.88亿,0.53亿,11.33亿,50.14,"乳业,融资融券,电子商务"
300899,上海凯鑫,22.02,-0.14,-0.03,-0.05,2.35,0.96,1.68,0.16亿,0.32亿,7.01亿,75.98,"节能环保,净水概念,融资融券,污水处理"
300900,广联航空,31.17,0.52,0.16,0.03,1.35,0.66,1.61,0.51亿,1.22亿,38.11亿,65.32,"成飞概念,年报预增,专精特新,新材料概念,军民融合,大飞机,黑龙江自贸区,深股通,航空发动机,融资融券,高端装备,无人机,卫星导航,军工"
300901,中胤时尚,9.44,0.75,0.07,-0.11,1.2,0.68,1.49,0.14亿,1.22亿,11.49亿,28.35,"人民币贬值受益,融资融券"
300902,国安达,37.26,5.11,1.81,-0.05,8.7,2.98,8.24,1.67亿,0.52亿,19.25亿,319.38,"安防,机器人概念,融资融券"
300903,科翔股份,12.39,0.65,0.08,0.0,3.53,0.51,3.17,1.21亿,2.75亿,34.11亿,59.02,"先进封装（Chiplet）,比亚迪概念,PCB概念,专精特新,钠离子电池,消费电子概念,特斯拉,深股通,汽车电子,融资融券,无人机,5G"
300905,宝丽迪,17.46,-0.63,-0.11,0.0,1.65,0.67,2.11,0.14亿,0.48亿,8.36亿,53.62,"专精特新,节能环保,融资融券"
300906,日月明,23.55,0.64,0.15,-0.38,1.66,0.82,1.24,0.13亿,0.32亿,7.59亿,44.0,"专精特新,高铁,融资融券"
300907,康平科技,20.5,0.05,0.01,-0.15,1.79,0.57,1.56,0.14亿,0.37亿,7.58亿,50.42,"年报预增,人民币贬值受益,融资融券"
300908,仲景食品,43.64,2.95,1.25,0.02,4.01,1.17,3.75,0.68亿,0.39亿,16.88亿,31.99,"农业种植,网络直播,融资融券,乡村振兴"
300909,汇创达,34.22,1.69,0.57,-0.12,1.55,1.13,3.09,0.32亿,0.61亿,20.74亿,40.02,"消费电子概念,智能家居,富士康概念,华为概念,小米概念,融资融券"
300910,瑞丰新材,111.06,-0.3,-0.34,0.63,1.57,0.64,3.81,1.60亿,0.91亿,101.18亿,34.36,"年报预增,新材料概念,深股通,融资融券"
300911,亿田智能,43.3,-3.22,-1.44,0.0,5.33,1.44,4.13,0.98亿,0.42亿,18.19亿,21.67,"深股通,融资融券,家用电器,电子商务"
300912,凯龙高科,25.89,-7.0,-1.95,0.04,19.1,1.07,11.21,3.14亿,0.62亿,15.95亿,--,"比亚迪概念,汽车热管理,节能环保,融资融券,新能源汽车"
300913,兆龙互连,27.1,-4.91,-1.4,-0.07,40.11,1.15,8.56,4.97亿,0.46亿,12.45亿,37.05,"机器人概念,人民币贬值受益,机器视觉,融资融券,5G"
300915,海融科技,43.75,0.55,0.24,0.39,0.91,0.7,2.0,0.10亿,0.25亿,10.85亿,37.62,融资融券
300916,朗特智能,43.65,0.12,0.05,0.12,2.34,0.7,1.83,0.27亿,0.26亿,11.37亿,22.94,"比亚迪概念,露营经济,新型烟草,储能,无线耳机,深股通,医疗器械概念,汽车电子,融资融券,充电桩,新能源汽车"
300917,特发服务,23.42,2.36,0.54,0.0,2.75,0.84,2.32,0.55亿,0.87亿,20.28亿,35.49,"国企改革,深圳国企改革,智慧政务,物业管理,华为概念,融资融券"
300918,南山智尚,11.76,0.51,0.06,-0.17,2.22,0.73,2.05,0.28亿,1.08亿,12.75亿,29.92,"抗病毒面料,中俄贸易概念,智能制造,新材料概念,军民融合,C2M概念,跨境电商,口罩,融资融券"
300919,中伟股份,71.65,-0.89,-0.64,-0.01,1.77,0.98,2.73,2.93亿,2.29亿,163.78亿,33.22,"固态电池,年报预增,钠离子电池,特斯拉,动力电池回收,宁德时代概念,钴,深股通,融资融券,小金属概念,锂电池"
300920,润阳科技,17.91,1.82,0.32,0.0,1.77,0.84,3.58,0.16亿,0.50亿,8.87亿,64.78,"新材料概念,节能环保,融资融券"
300921,南凌科技,24.26,2.97,0.7,-0.04,9.29,0.53,4.58,1.37亿,0.62亿,14.93亿,50.27,"信创,东数西算（算力）,数据安全,数据中心,网络安全,智慧政务,云计算,区块链,阿里巴巴概念,华为概念,一带一路,融资融券,大数据,数字经济"
300922,天秦装备,17.64,-2.27,-0.41,-0.11,6.3,0.7,3.55,0.95亿,0.86亿,15.13亿,102.86,"专精特新,融资融券,高端装备,军工"
300923,研奥股份,22.38,0.04,0.01,0.09,1.07,0.89,1.61,0.07亿,0.31亿,6.98亿,31.36,"电子纸,储能,高铁,融资融券"
300925,法本信息,16.3,3.29,0.52,-0.06,9.86,0.67,5.89,3.13亿,2.00亿,32.63亿,43.33,"信创,抖音概念,车联网,云计算,特斯拉,区块链,人工智能,国产软件,华为概念,融资融券,大数据,数字经济"
300926,博俊科技,34.86,20.0,5.81,0.0,19.71,3.83,11.74,2.57亿,0.39亿,13.61亿,36.51,"一体化压铸,比亚迪概念,年报预增,华为汽车,特斯拉,融资融券,新能源汽车"
300927,江天化学,16.7,1.64,0.27,0.06,1.11,0.66,1.95,0.16亿,0.86亿,14.29亿,35.59,"国企改革,融资融券"
300928,华安鑫创,38.7,2.87,1.08,0.26,2.57,1.39,3.35,0.43亿,0.43亿,16.73亿,58.00,"比亚迪概念,汽车电子,无人驾驶,融资融券,新能源汽车"
300929,华骐环保,11.92,-0.42,-0.05,-0.17,1.91,1.0,1.09,0.22亿,0.95亿,11.37亿,28.02,"方舱医院,专精特新,医疗废物处理,雄安新区,PPP概念,融资融券,乡村振兴,污水处理"
300930,屹通新材,26.39,1.97,0.51,0.0,1.93,0.85,2.16,0.15亿,0.29亿,7.79亿,28.08,"专精特新,新材料概念,金属回收,融资融券,风电"
300931,通用电梯,7.67,0.52,0.04,-0.13,2.74,0.59,1.7,0.22亿,1.04亿,8.01亿,491.52,"一带一路,融资融券,物联网"
300932,三友联众,16.39,-0.12,-0.02,0.12,1.13,0.86,1.71,0.17亿,0.91亿,14.86亿,36.72,"比亚迪概念,融资融券"
300933,中辰股份,7.95,1.15,0.09,0.13,0.73,0.74,2.16,0.14亿,2.35亿,18.66亿,36.87,"融资融券,特高压,智能电网"
300935,盈建科,33.65,2.56,0.84,0.15,4.78,0.8,5.42,0.62亿,0.40亿,13.30亿,--,"信创,数据中心,新型城镇化,职业教育,装配式建筑,数字孪生,国产软件,一带一路,融资融券,建筑节能"
300936,中英科技,32.45,0.59,0.19,0.0,9.3,1.01,4.22,0.78亿,0.27亿,8.62亿,68.39,"毫米波雷达,专精特新,集成电路概念,华为概念,融资融券,5G"
300937,药易购,31.02,1.87,0.57,0.0,4.4,0.52,2.99,0.56亿,0.41亿,12.63亿,132.66,"年报预增,医药电商,融资融券"
300938,信测标准,40.42,4.88,1.88,0.03,3.48,2.24,5.84,0.72亿,0.52亿,20.92亿,38.95,"比亚迪概念,华为概念,小米概念,融资融券,军工"
300939,秋田微,33.48,-1.12,-0.38,0.03,3.88,0.71,2.57,0.85亿,0.66亿,22.06亿,22.76,"比亚迪概念,电子纸,人民币贬值受益,人工智能,汽车电子,无人驾驶,融资融券,充电桩,新能源汽车"
300940,南极光,18.99,0.8,0.15,-0.11,1.43,0.72,1.91,0.20亿,0.76亿,14.39亿,--,"MicroLED概念,消费电子概念,OLED,融资融券"
300941,创识科技,24.36,2.1,0.5,-0.08,4.94,0.75,3.73,1.01亿,0.85亿,20.76亿,69.85,"鸿蒙概念,智慧政务,雄安新区,数字货币,福建自贸区,融资融券,移动支付"
300942,易瑞生物,16.29,-0.43,-0.07,0.06,2.04,0.74,1.22,0.35亿,1.04亿,16.97亿,33.01,"抗原检测,猴痘概念,专精特新,食品安全,新冠检测,深股通,医疗器械概念,粤港澳大湾区,融资融券,流感"
300943,春晖智控,14.01,-2.1,-0.3,0.07,6.21,0.97,2.79,0.86亿,0.99亿,13.82亿,43.31,"汽车热管理,天然气,氢能源,融资融券,新能源汽车"
300945,曼卡龙,14.61,0.14,0.02,0.07,5.12,0.73,1.71,0.57亿,0.77亿,11.20亿,55.1,"培育钻石,元宇宙,NFT概念,共同富裕示范区,新零售,杭州亚运会,融资融券,黄金概念"
300946,恒而达,31.88,0.19,0.06,-0.03,1.05,0.38,1.13,0.11亿,0.34亿,10.89亿,40.36,"工业母机,专精特新,融资融券"
300947,德必集团,14.46,4.4,0.61,0.0,4.88,1.86,7.73,0.67亿,0.95亿,13.78亿,28.30,"元宇宙,网络直播,物业管理,融资融券"
300948,冠中生态,14.13,2.39,0.33,0.0,2.14,0.93,2.54,0.21亿,0.70亿,9.84亿,35.77,"土壤修复,碳中和,节能环保,融资融券"
300949,奥雅股份,37.11,0.73,0.27,-0.32,6.77,0.55,2.93,0.42亿,0.17亿,6.31亿,--,"AIGC概念,露营经济,元宇宙,NFT概念,新型城镇化,人工智能,腾讯概念,粤港澳大湾区,融资融券,三胎概念,大数据,智慧城市"
300950,德固特,19.36,-1.68,-0.33,0.1,6.07,0.82,2.13,0.70亿,0.60亿,11.62亿,43.33,"专精特新,碳中和,氢能源,节能环保,融资融券,核电"
300951,博硕科技,58.08,-0.29,-0.17,-0.17,0.8,0.64,1.53,0.26亿,0.57亿,33.11亿,20.88,"新型烟草,专精特新,消费电子概念,富士康概念,深股通,汽车电子,融资融券"
300952,恒辉安防,19.11,2.03,0.38,0.11,2.08,0.76,2.3,0.18亿,0.45亿,8.59亿,20.46,"安防,人民币贬值受益,融资融券,石墨烯"
300953,震裕科技,73.52,1.44,1.04,0.03,1.51,0.98,2.87,0.51亿,0.46亿,33.51亿,42.12,"比亚迪概念,储能,节能环保,宁德时代概念,深股通,融资融券,锂电池,新能源汽车"
300955,嘉亨家化,24.84,2.14,0.52,0.0,1.13,0.73,2.26,0.12亿,0.45亿,11.14亿,38.88,"融资融券,三胎概念"
300956,英力股份,16.2,0.06,0.01,0.0,2.29,0.69,1.24,0.21亿,0.57亿,9.23亿,69.44,"TOPCON电池,智能制造,专精特新,消费电子概念,HJT电池,特斯拉,人民币贬值受益,小米概念,光伏概念,融资融券"
300957,贝泰妮,128.23,0.68,0.86,-0.14,2.49,1.27,4.25,7.01亿,2.17亿,278.76亿,51.67,"医美概念,深股通,医疗器械概念,融资融券,三胎概念"
300958,建工修复,19.15,-1.24,-0.24,0.0,3.39,0.73,2.73,0.50亿,0.77亿,14.74亿,32.19,"国企改革,土壤修复,新型城镇化,节能环保,融资融券,污水处理"
300959,线上线下,38.07,1.36,0.51,-0.11,16.27,0.63,4.5,2.29亿,0.37亿,14.15亿,54.05,"抖音概念,融资融券,文化传媒"
300960,通业科技,18.84,0.69,0.13,0.0,1.67,0.72,2.08,0.08亿,0.26亿,4.82亿,209.88,"储能,高铁,超级电容,融资融券,充电桩"
300961,深水海纳,11.98,3.37,0.39,0.0,2.87,0.96,4.4,0.42亿,1.23亿,14.73亿,89.69,"节能环保,融资融券,污水处理"
300962,中金辐照,16.47,0.12,0.02,0.0,0.88,0.45,1.03,0.17亿,1.21亿,19.91亿,34.73,"国企改革,央企国企改革,健康中国,融资融券,中字头股票"
300963,中洲特材,17.36,0.17,0.03,0.29,1.14,0.62,1.44,0.13亿,0.67亿,11.67亿,35.22,"年报预增,新材料概念,3D打印,光伏概念,融资融券,军工,核电"
300964,本川智能,56.05,-3.91,-2.28,0.04,27.61,0.92,9.04,5.02亿,0.33亿,18.45亿,86.33,"6G概念,毫米波雷达,PCB概念,专精特新,机器人概念,特斯拉,医疗器械概念,汽车电子,华为概念,融资融券,5G,军工,新能源汽车"
300965,恒宇信通,50.31,0.36,0.18,0.04,2.54,0.43,1.52,0.21亿,0.16亿,8.27亿,--,"融资融券,无人机,卫星导航,通用航空,军工"
300966,共同药业,25.75,2.02,0.51,0.0,2.58,0.91,2.81,0.39亿,0.59亿,15.21亿,55.77,"熊去氧胆酸,辅助生殖,融资融券,生物医药"
300967,晓鸣股份,19.2,2.02,0.38,0.0,13.95,1.96,8.45,2.83亿,1.05亿,20.06亿,153.19,"养鸡,融资融券,乡村振兴"
300968,格林精密,9.52,0.53,0.05,0.32,1.85,0.65,1.9,0.30亿,1.73亿,16.48亿,32.59,"消费电子概念,智能家居,工业4.0,人民币贬值受益,智能音箱,虚拟现实,华为概念,口罩,智能穿戴,融资融券"
300969,恒帅股份,64.66,0.25,0.16,-0.09,4.44,0.65,2.77,0.58亿,0.20亿,12.93亿,36.02,"汽车热管理,深股通,融资融券,新能源汽车"
300970,华绿生物,19.31,1.21,0.23,0.0,4.37,0.71,1.31,0.57亿,0.68亿,13.20亿,25.25,"年报预增,农业种植,融资融券,乡村振兴"
300971,博亚精工,23.5,1.03,0.24,0.09,2.19,0.53,1.63,0.28亿,0.55亿,13.01亿,38.31,"中俄贸易概念,工业母机,人工智能,一带一路,融资融券,高端装备,军工"
300972,万辰生物,29.6,-0.6,-0.18,-0.03,12.83,0.82,4.87,2.80亿,0.75亿,22.15亿,90.78,"年报预增,农业种植,融资融券,乡村振兴"
300973,立高食品,105.99,0.04,0.04,0.27,0.86,0.58,2.61,0.64亿,0.71亿,75.30亿,133.97,"深股通,融资融券"
300975,商络电子,7.27,-1.89,-0.14,0.0,2.37,0.86,2.16,0.56亿,3.22亿,23.40亿,29.12,"比亚迪概念,统一大市场,宁德时代概念,智能物流,汽车电子,小米概念,融资融券,电子商务"
300976,达瑞电子,52.25,-0.4,-0.21,-0.06,1.27,0.7,1.81,0.25亿,0.37亿,19.46亿,32.93,"消费电子概念,特斯拉,虚拟现实,汽车电子,华为概念,小米概念,融资融券,苹果概念"
300977,深圳瑞捷,22.38,-0.84,-0.19,0.0,2.54,0.55,2.04,0.15亿,0.26亿,5.73亿,119.75,"方舱医院,碳中和,数据中心,新型城镇化,装配式建筑,雄安新区,融资融券,数字经济"
300978,东箭科技,12.06,0.5,0.06,0.0,1.39,0.65,1.67,0.22亿,1.32亿,15.92亿,51.05,"毫米波雷达,比亚迪概念,露营经济,深股通,汽车电子,口罩,百度概念,融资融券"
300979,华利集团,52.52,1.67,0.86,0.0,1.36,1.57,2.25,1.04亿,1.46亿,76.72亿,19.02,"人民币贬值受益,深股通,体育产业,融资融券,三胎概念"
300980,祥源新材,20.89,2.15,0.44,-0.14,1.61,0.41,2.84,0.17亿,0.51亿,10.66亿,32.89,"有机硅概念,噪声防治,专精特新,新材料概念,小米概念,融资融券,锂电池,建筑节能,苹果概念"
300981,中红医疗,22.78,3.88,0.85,0.13,3.57,1.4,4.2,0.76亿,0.94亿,21.53亿,132.28,"国企改革,人民币贬值受益,深股通,医疗器械概念,融资融券"
300982,苏文电能,62.88,5.4,3.22,0.05,6.7,1.13,6.52,1.48亿,0.36亿,22.36亿,39.43,"储能,工业互联网,深股通,光伏概念,融资融券,充电桩,智能电网"
300983,尤安设计,30.8,0.36,0.11,0.03,0.67,0.58,0.78,0.07亿,0.32亿,9.86亿,--,"新型城镇化,融资融券"
300984,金沃股份,22.66,-0.31,-0.07,0.0,1.31,0.76,1.28,0.09亿,0.30亿,6.73亿,31.87,融资融券
300985,致远新能,27.95,-7.17,-2.16,0.22,24.19,1.69,5.58,2.49亿,0.36亿,10.16亿,--,"天然气,氢能源,燃料电池,融资融券,新能源汽车"
300986,志特新材,39.28,-1.87,-0.75,0.0,2.02,0.94,2.65,0.55亿,0.70亿,27.50亿,37.87,"节能环保,装配式建筑,深股通,一带一路,融资融券"
300987,川网传媒,18.88,3.79,0.69,0.05,7.53,0.76,4.89,1.34亿,0.95亿,18.01亿,140.14,"国企改革,AIGC概念,国资云,虚拟数字人,人工智能,百度概念,融资融券,文化传媒"
300988,津荣天宇,22.34,0.99,0.22,0.05,2.73,0.88,3.12,0.30亿,0.50亿,11.09亿,36.16,"比亚迪概念,汽车热管理,专精特新,储能,一带一路,光伏概念,融资融券,风电,新能源汽车"
300989,蕾奥规划,22.5,3.21,0.7,0.99,8.28,0.52,4.13,0.49亿,0.27亿,6.08亿,51.61,"新型城镇化,粤港澳大湾区,一带一路,融资融券,乡村振兴,智慧城市,横琴新区"
300990,同飞股份,79.05,-2.14,-1.73,0.03,6.15,1.26,4.93,1.16亿,0.23亿,18.50亿,64.62,"换电概念,专精特新,储能,氢能源,深股通,融资融券,高端装备,新能源汽车"
300991,创益通,14.94,-0.73,-0.11,0.13,7.72,0.96,2.66,0.75亿,0.65亿,9.77亿,168.0,"专精特新,消费电子概念,小米概念,融资融券,5G,新能源汽车"
300992,泰福泵业,19.33,1.1,0.21,0.0,1.13,0.66,1.73,0.10亿,0.44亿,8.41亿,22.61,"空气能热泵,中俄贸易概念,人民币贬值受益,融资融券,水利"
300993,玉马遮阳,13.09,0.61,0.08,0.15,3.77,1.74,2.0,0.38亿,0.77亿,10.02亿,19.81,"抗病毒面料,噪声防治,露营经济,新材料概念,人民币贬值受益,跨境电商,口罩,融资融券,建筑节能"
300994,久祺股份,23.45,0.69,0.16,0.21,6.85,2.06,5.37,1.05亿,0.65亿,15.21亿,22.21,"中俄贸易概念,两轮车,人民币贬值受益,体育产业,跨境电商,融资融券,三胎概念"
300995,奇德新材,21.41,-1.29,-0.28,1.04,4.42,1.5,2.54,0.27亿,0.29亿,6.23亿,81.19,"新材料概念,特斯拉,融资融券,三胎概念,新能源汽车"
300996,普联软件,53.43,4.11,2.11,0.0,2.71,1.53,7.68,1.22亿,0.85亿,45.52亿,434.19,"ERP概念,信创,区块链,深股通,国产软件,小米概念,融资融券,数字经济"
300997,欢乐家,12.95,0.54,0.07,-0.15,4.07,1.15,2.56,0.47亿,0.90亿,11.65亿,37.15,"抖音概念,网络直播,拼多多概念,网红经济,新零售,无人零售,深股通,广东自贸区,粤港澳大湾区,乳业,融资融券,乡村振兴,电子商务,创投"
300998,宁波方正,31.52,1.03,0.32,0.06,3.58,1.35,2.5,0.40亿,0.35亿,11.03亿,280.17,"特斯拉,人民币贬值受益,融资融券,锂电池,新能源汽车"
300999,金龙鱼,43.1,-0.09,-0.04,0.26,1.07,0.95,1.48,2.52亿,5.43亿,233.88亿,77.60,"预制菜,同花顺漂亮100,超级品牌,MSCI概念,深股通,融资融券"
